altitude_m,temperature_C,pressure_hPa
10.701887130737305,33.414031982421875,990.0909423828125
33.111873626708984,32.779998779296875,987.6331176757812
57.60776901245117,32.38067626953125,984.9489135742188
84.37184143066406,32.020263671875,982.0209350585938
113.60741424560547,31.661102294921875,978.8287353515625
145.5376434326172,31.29339599609375,975.35009765625
180.40072631835938,30.902923583984375,971.5613403320312
218.4502410888672,30.48797607421875,967.4375610351562
259.9480285644531,30.040679931640625,962.9536743164062
305.18841552734375,29.562255859375,958.0817260742188
354.48480224609375,29.048919677734375,952.7923583984375
408.1517639160156,28.499053955078125,947.05712890625
466.53070068359375,27.90753173828125,940.8458862304688
529.9865112304688,27.267425537109375,934.126953125
598.8914184570312,26.5821533203125,926.8694458007812
673.6323852539062,25.822967529296875,919.0421752929688
754.5999755859375,25.0087890625,910.6154174804688
842.21142578125,24.121917724609375,901.5584106445312
936.8826904296875,23.1722412109375,891.8431396484375
1039.0274658203125,22.14862060546875,881.44384765625
1149.0618896484375,21.036224365234375,870.3370361328125
1267.3892822265625,19.86126708984375,858.503662109375
1394.412109375,18.63970947265625,845.9288330078125
1530.4952392578125,17.27447509765625,832.6026611328125
1675.9591064453125,15.798919677734375,818.5215454101562
1831.087646484375,14.22314453125,803.6891479492188
1996.1507568359375,12.745758056640625,788.1170043945312
2171.793701171875,12.823516845703125,771.8252563476562
2358.734619140625,12.7354736328125,754.8431396484375
2556.836181640625,11.23046875,737.209228515625
2765.70361328125,9.71124267578125,718.9716186523438
2985.214111328125,8.112945556640625,700.1884155273438
3215.133544921875,6.519805908203125,680.927001953125
3455.056884765625,4.8427734375,661.26318359375
3704.510009765625,3.0811767578125,641.2804565429688
3963.041259765625,1.379364013671875,621.0687255859375
4230.13818359375,-0.258209228515625,600.7230834960938
4505.2109375,-1.784881591796875,580.3417358398438
4787.6181640625,-3.173797607421875,560.0236206054688
5076.6162109375,-4.40673828125,539.8679809570312
5371.24365234375,-5.7093505859375,519.9717407226562
5669.90576171875,-7.2164306640625,500.449951171875
5970.51416015625,-9.219573974609375,481.4179382324219
6271.4638671875,-11.566497802734375,462.94061279296875
6572.0947265625,-14.053314208984375,445.0294494628906
6872.2392578125,-16.646636962890625,427.6725769042969
7171.73876953125,-19.369583129882812,410.8578796386719
7470.44091796875,-22.180343627929688,394.5733642578125
7768.26318359375,-24.982040405273438,378.8075256347656
8065.35986328125,-27.466278076171875,363.5487976074219
8362.2021484375,-29.454620361328125,348.7852478027344
8659.2041015625,-31.270599365234375,334.5049133300781
8956.1845703125,-33.537139892578125,320.6968994140625
9252.7490234375,-35.9652099609375,307.34979248046875
9549.091796875,-37.88885498046875,294.4520568847656
9846.0888671875,-38.89483642578125,281.9925842285156
10144.763671875,-39.208099365234375,269.9607849121094
10445.529296875,-39.606170654296875,258.34600830078125
10748.0283203125,-40.51670837402344,247.13755798339844
11051.751953125,-41.72639465332031,236.32489013671875
11356.5947265625,-42.83106994628906,225.89715576171875
11662.90625,-43.50447082519531,215.8446807861328
11971.283203125,-43.71855163574219,206.15789794921875
12282.134765625,-43.86505126953125,196.8261260986328
12594.9990234375,-44.82005310058594,187.8394317626953
12908.5615234375,-46.84613037109375,179.1894989013672
13222.18359375,-48.7205810546875,170.86660766601562
13536.6865234375,-49.58790588378906,162.86085510253906
13852.8291015625,-50.34263610839844,155.1641845703125
14170.173828125,-51.80995178222656,147.76821899414062
14488.146484375,-53.38679504394531,140.66366577148438
14806.9248046875,-54.60032653808594,133.84188842773438
15126.9228515625,-55.533782958984375,127.2954330444336
15448.1953125,-56.66950988769531,121.0159683227539
15770.619140625,-57.75910949707031,114.99535369873047
16094.306640625,-58.68809509277344,109.22613525390625
16419.525390625,-59.432342529296875,103.70011901855469
16746.458984375,-60.040069580078125,98.41044616699219
17075.0625,-60.82688903808594,93.34956359863281
17405.154296875,-61.70088195800781,88.50938415527344
17737.189453125,-62.07597351074219,83.88053894042969
18072.1640625,-62.36637878417969,79.4491958618164
18411.87109375,-61.49763488769531,75.19987487792969
18758.025390625,-60.76393127441406,71.11869812011719
19110.859375,-60.67466735839844,67.19408416748047
19471.349609375,-59.92851257324219,63.415103912353516
19840.26171875,-60.162017822265625,59.7720947265625
20219.001953125,-59.04747009277344,56.25667953491211
20609.42578125,-58.173736572265625,52.86442947387695
21011.638671875,-57.467559814453125,49.5952262878418
21425.966796875,-56.6163330078125,46.449832916259766
21853.17578125,-55.49620056152344,43.428741455078125
22293.771484375,-54.53294372558594,40.532108306884766
22747.705078125,-53.85884094238281,37.759796142578125
23215.11328125,-53.18782043457031,35.111061096191406
23697.091796875,-52.035736083984375,32.584312438964844
24194.625,-51.106781005859375,30.177553176879883
24708.181640625,-50.20698547363281,27.88869857788086
25237.916015625,-49.81089782714844,25.715593338012695
25783.703125,-49.67192077636719,23.6560115814209
26346.826171875,-48.885101318359375,21.707639694213867
26929.603515625,-47.637542724609375,19.86807632446289
27533.494140625,-46.536224365234375,18.134841918945312
28159.3359375,-45.499908447265625,16.505359649658203
28807.900390625,-44.694671630859375,14.976964950561523
29480.884765625,-43.3487548828125,13.546902656555176
30181.16015625,-41.555267333984375,12.212320327758789
30911.013671875,-39.76011657714844,10.970274925231934
31671.640625,-38.31016540527344,9.817730903625488
32463.8125,-37.1539306640625,8.751564025878906
33289.734375,-35.5247802734375,7.768559455871582
34152.80859375,-33.64781188964844,6.865420341491699
35059.09765625,-30.028961181640625,6.038766860961914
36014.78515625,-26.461822509765625,5.285147666931152
37020.74609375,-24.089645385742188,4.601042747497559
38075.73046875,-22.750335693359375,3.9828743934631348
39180.3828125,-21.613693237304688,3.427015781402588
40341.14453125,-18.937576293945312,2.9298017024993896
41570.0234375,-14.4727783203125,2.4875426292419434
42875.625,-10.454193115234375,2.0965375900268555
44257.4296875,-8.507537841796875,1.7530899047851562
45707.7265625,-9.499053955078125,1.4535245895385742
47222.91796875,-10.5679931640625,1.1942062377929688
48808.86328125,-11.235260009765625,0.971558153629303
50469.859375,-12.724334716796875,0.7820823192596436
52200.93359375,-16.7203369140625,0.6223801970481873
53995.59765625,-21.545639038085938,0.4891735017299652
55852.171875,-27.260147094726562,0.3793247640132904
57770.80078125,-33.157958984375,0.2898571491241455
59752.859375,-39.617706298828125,0.2179732471704483
61794.546875,-47.4281005859375,0.16107177734375
63893.015625,-55.267822265625,0.1167619526386261
66060.09375,-61.314544677734375,0.08287471532821655
68319.6796875,-65.612060546875,0.057470306754112244
70694.7265625,-69.13056945800781,0.038841623812913895
73201.34375,-72.7139892578125,0.025513028725981712
77525.09375,-75.91326904296875,0.01500182505697012
